Wall time,Step,Value
1497321262.879843,0,2.914638042449951
1497321264.6997163,1,3.3121352195739746
1497321266.5267298,2,3.0790963172912598
1497321268.3577085,3,2.8914976119995117
1497321270.18448,4,2.94488525390625
1497321272.0143173,5,2.9115028381347656
1497321273.8406427,6,2.9136462211608887
1497321275.679394,7,2.907839775085449
1497321277.5093265,8,2.943607807159424
1497321279.3401399,9,2.909278392791748
1497321281.16763,10,2.8995227813720703
1497321283.006912,11,2.9176998138427734
1497321284.8410914,12,2.905219078063965
1497321286.6731117,13,2.9222960472106934
1497321288.509012,14,2.9146857261657715
1497321290.343581,15,2.907926559448242
1497321292.1819031,16,2.9133758544921875
1497321294.0239577,17,2.909531354904175
1497321295.862205,18,2.8801136016845703
1497321297.7082868,19,2.895279884338379
1497321299.5496514,20,2.9072115421295166
1497321301.3969326,21,2.9298791885375977
1497321303.2485886,22,2.895810604095459
1497321305.098212,23,2.891735076904297
1497321306.9474843,24,2.8851284980773926
1497321308.7993963,25,2.9748167991638184
1497321310.6492395,26,2.9053573608398438
1497321312.498471,27,2.9085874557495117
1497321314.3429046,28,2.9144797325134277
1497321316.1951017,29,2.929264545440674
1497321318.0530696,30,2.9126086235046387
1497321319.9099412,31,2.905325174331665
1497321321.7641041,32,2.901258945465088
1497321323.6165123,33,2.9074292182922363
1497321325.4842548,34,2.9277734756469727
1497321327.3434927,35,2.9060306549072266
1497321329.207178,36,2.914602518081665
1497321331.0638726,37,2.913022041320801
1497321332.924135,38,2.9063148498535156
1497321334.792692,39,2.8924319744110107
1497321336.6440778,40,2.881594657897949
1497321338.5073025,41,2.862215042114258
1497321340.3582764,42,2.9446921348571777
1497321342.2242572,43,2.9154984951019287
1497321344.078203,44,2.9098496437072754
1497321345.9431584,45,2.909304618835449
1497321347.798011,46,2.9009172916412354
1497321349.6661837,47,2.888775110244751
1497321351.5210345,48,2.9095168113708496
1497321353.3796334,49,2.905822277069092
1497321355.2367926,50,2.889705181121826
1497321357.0998008,51,2.902682065963745
1497321358.956441,52,2.9052252769470215
1497321360.8172796,53,2.903496742248535
1497321362.674616,54,2.8997185230255127
1497321364.5303905,55,2.8980393409729004
1497321366.3890417,56,2.904581069946289
1497321368.252655,57,2.904149055480957
1497321370.1101198,58,2.8839123249053955
1497321371.9704885,59,2.85524320602417
1497321373.8355877,60,2.9641876220703125
1497321375.6894743,61,2.887603998184204
1497321377.550295,62,2.9234447479248047
1497321379.4050498,63,2.88913893699646
1497321381.2634363,64,2.9018068313598633
1497321383.1185195,65,2.9011929035186768
1497321384.9831867,66,2.90604829788208
1497321386.835319,67,2.8942689895629883
1497321388.7033343,68,2.885909080505371
1497321390.5664983,69,2.9185776710510254
1497321392.434416,70,2.9037537574768066
1497321394.2939897,71,2.8838436603546143
1497321396.1518295,72,2.9137871265411377
1497321398.003491,73,2.8865060806274414
1497321399.8632166,74,2.900397539138794
1497321401.724205,75,2.885943651199341
1497321403.5774367,76,2.912137031555176
1497321405.4407406,77,2.924503803253174
1497321407.3025312,78,2.8998451232910156
1497321409.1648252,79,2.879056930541992
1497321411.0254278,80,2.8823697566986084
1497321412.8920786,81,2.87838077545166
1497321414.7485123,82,2.931734561920166
1497321416.6091502,83,2.893122673034668
1497321418.471278,84,2.8776962757110596
1497321420.3302176,85,2.902552604675293
1497321422.1898456,86,2.89365291595459
1497321424.0548413,87,2.883878231048584
1497321425.9197896,88,2.884599208831787
1497321427.7829852,89,2.8707497119903564
1497321429.646833,90,2.892882823944092
1497321431.5097306,91,2.901643753051758
1497321433.3681443,92,2.8968420028686523
1497321435.2213929,93,2.9317891597747803
1497321437.079576,94,2.923732280731201
1497321438.9368308,95,2.888009786605835
1497321440.7979712,96,2.9184489250183105
1497321442.6560304,97,2.902273178100586
1497321444.5169134,98,2.884716510772705
1497321446.386497,99,2.9246997833251953
1497321448.2470527,100,2.8630971908569336
1497321450.1083243,101,2.9019012451171875
1497321451.9642265,102,2.8557422161102295
1497321453.8241527,103,2.9133853912353516
1497321455.6787817,104,2.9036431312561035
1497321457.544981,105,2.8733885288238525
1497321459.4005134,106,2.895371913909912
1497321461.2675471,107,2.8997676372528076
1497321463.124837,108,2.890852928161621
1497321464.98538,109,2.8404109477996826
1497321466.8465533,110,2.863673210144043
1497321468.6990614,111,2.849785804748535
1497321470.5544763,112,2.9274330139160156
1497321472.4144301,113,2.8580470085144043
1497321474.2740958,114,2.928706645965576
1497321476.1308162,115,2.884782075881958
1497321477.9911342,116,2.885059118270874
1497321479.8541842,117,2.8945934772491455
1497321481.7239726,118,2.8557629585266113
1497321483.5821688,119,2.9197139739990234
1497321485.4372263,120,2.9048733711242676
1497321487.2972624,121,2.8710927963256836
1497321489.158258,122,2.8689463138580322
1497321491.0155158,123,2.8811891078948975
1497321492.8756533,124,2.887619972229004
1497321494.73773,125,2.873133659362793
1497321496.6072865,126,2.9122464656829834
1497321498.4793425,127,2.8977608680725098
1497321500.3381324,128,2.8730521202087402
1497321502.1961267,129,2.8757238388061523
1497321504.0596137,130,2.885673999786377
1497321505.9214022,131,2.867140769958496
1497321507.7828827,132,2.876558303833008
1497321509.644256,133,2.831206798553467
1497321511.5102587,134,2.9051084518432617
1497321513.370996,135,2.8615987300872803
1497321515.237343,136,2.8716368675231934
1497321517.093574,137,2.836564302444458
1497321518.9582145,138,2.8870046138763428
1497321520.8211215,139,2.8926873207092285
1497321522.6818206,140,2.8953263759613037
1497321524.5382154,141,2.863464832305908
1497321526.3957412,142,2.860851764678955
1497321528.2546675,143,2.860719919204712
1497321530.121348,144,2.8630926609039307
1497321531.9906669,145,2.8720624446868896
1497321533.8535278,146,2.895113945007324
1497321535.7157552,147,2.8481264114379883
1497321537.5766208,148,2.8976988792419434
1497321539.4378266,149,2.916804552078247
1497321541.293439,150,3.0008625984191895
1497321543.1557286,151,2.839001178741455
1497321545.0170965,152,2.884120464324951
1497321546.880101,153,2.84389066696167
1497321548.7440457,154,2.8244330883026123
1497321550.6092944,155,2.874846935272217
1497321552.47499,156,2.842168092727661
1497321554.3341918,157,2.8657538890838623
1497321556.1957884,158,2.9236230850219727
1497321558.0497065,159,2.827347755432129
1497321559.9074798,160,2.849961280822754
1497321561.7675142,161,2.8449950218200684
1497321563.6288588,162,2.8578853607177734
1497321565.490578,163,2.8666889667510986
1497321567.355406,164,2.803640365600586
1497321569.216283,165,2.803691864013672
1497321571.0769546,166,2.922743320465088
1497321572.9419,167,2.800283670425415
1497321574.801809,168,2.8309478759765625
1497321576.6599655,169,2.877439260482788
1497321578.520289,170,2.8357040882110596
1497321580.3830996,171,2.7726361751556396
1497321582.2400367,172,2.801677703857422
