Wall time,Step,Value
1497325679.2528403,5,2.8976378440856934
1497325681.075367,6,2.8972244262695312
1497325690.2483675,11,2.898467540740967
1497325695.7889183,14,2.9336323738098145
1497325697.6270256,15,2.8861148357391357
1497325703.1839356,18,2.8875503540039062
1497325705.0440876,19,2.8984506130218506
1497325706.91566,20,2.8853585720062256
1497325714.3722448,24,2.946692943572998
1497325736.6896114,36,2.8963351249694824
1497325744.138754,40,2.8767590522766113
1497325747.8625286,42,2.8515725135803223
1497325751.576993,44,2.919315814971924
1497325753.4204528,45,2.8511409759521484
1497325757.1235192,47,2.864445447921753
1497325768.2780714,53,2.882913827896118
1497325770.143779,54,2.8907387256622314
1497325771.995385,55,2.8835980892181396
1497325773.8637912,56,3.0524604320526123
1497325775.717284,57,2.9261972904205322
1497325790.5857537,65,2.8865232467651367
1497325794.3047044,67,2.82027006149292
1497325796.156908,68,2.846597909927368
1497325801.7149305,71,2.810007333755493
1497325803.5694475,72,2.8565101623535156
1497325805.4326606,73,2.809457778930664
1497325807.2935643,74,2.864774703979492
1497325816.5764146,79,2.940197467803955
1497325825.844011,84,2.837362051010132
1497325831.4389503,87,2.8831028938293457
1497325833.297231,88,2.8617026805877686
1497325844.4478407,94,2.848888635635376
1497325859.3151205,102,2.883577823638916
1497325864.8742533,105,2.7868776321411133
1497325866.7203248,106,2.797912359237671
1497325879.745906,113,2.803187608718872
1497325885.307925,116,2.8879265785217285
1497325889.0076032,118,2.837827682495117
1497325902.0232751,125,2.958639144897461
1497325903.879916,126,2.8099706172943115
1497325909.4354768,129,2.7503724098205566
1497325911.2921627,130,2.71407413482666
1497325928.0365949,139,2.8027303218841553
1497325931.7611382,141,2.8323593139648438
1497325933.6251674,142,2.8256070613861084
1497325935.4909391,143,2.796492338180542
1497325948.4723377,150,2.848940849304199
1497325957.7616422,155,2.807086944580078
1497325961.4749057,157,2.887014389038086
1497325963.3374276,158,3.0602211952209473
1497325970.7572384,162,2.788391590118408
1497325980.029283,167,2.8198904991149902
1497325981.8932629,168,2.7986066341400146
1497325987.462783,171,2.6301651000976562
1497325998.5966136,177,2.8197338581085205
1497326000.445706,178,2.8386058807373047
1497326004.156505,180,2.765845775604248
1497326009.7435052,183,2.6595513820648193
1497326013.4533353,185,2.666609048843384
1497326015.3080056,186,2.8779518604278564
1497326019.0131202,188,2.9801034927368164
1497326022.7158525,190,2.9788804054260254
1497326024.5621355,191,2.8934969902038574
1497326037.5783725,198,2.716259002685547
1497326052.4302745,206,2.7506985664367676
1497326054.2960527,207,2.798738956451416
1497326056.1552055,208,3.079378604888916
1497326063.5796735,212,2.7000999450683594
1497326082.137268,222,2.8873414993286133
1497326083.9926338,223,2.8629536628723145
1497326087.6976295,225,2.8404979705810547
1497326095.1096668,229,2.801638603210449
1497326100.700178,232,2.88142728805542
1497326102.5617023,233,2.8437538146972656
1497326104.4161596,234,2.884410858154297
1497326109.9819436,237,2.7616167068481445
1497326132.2551372,249,2.86558198928833
1497326143.390933,255,2.9166767597198486
1497326148.962153,258,2.7698898315429688
1497326152.6756754,260,2.742306709289551
1497326154.5288293,261,2.836207866668701
1497326158.2448876,263,2.8548061847686768
1497326165.6501014,267,2.7203354835510254
1497326173.0984497,271,2.6204609870910645
1497326176.8088276,273,2.7687673568725586
