Wall time,Step,Value
1497318895.508493,5,2.888847827911377
1497318897.3411603,6,2.886929512023926
1497318906.501791,11,2.904355525970459
1497318912.0268273,14,2.9175362586975098
1497318913.8609607,15,2.9078431129455566
1497318919.377967,18,2.8999178409576416
1497318921.2294464,19,2.9195711612701416
1497318923.0758317,20,2.906733512878418
1497318930.4699347,24,2.9146432876586914
1497318952.7878594,36,2.899826765060425
1497318960.242521,40,2.8849987983703613
1497318963.9733362,42,2.9054722785949707
1497318967.7052839,44,2.893543243408203
1497318969.57394,45,2.865293502807617
1497318973.2809093,47,2.8743510246276855
1497318984.4373133,53,2.900099754333496
1497318986.3153162,54,2.9242422580718994
1497318988.173268,55,2.8990302085876465
1497318990.0351157,56,2.882554054260254
1497318991.8957157,57,2.913036823272705
1497319006.7577302,65,2.8874833583831787
1497319010.420658,67,2.9113974571228027
1497319012.255553,68,2.8998818397521973
1497319017.8253996,71,2.8956003189086914
1497319019.6615646,72,2.8968448638916016
1497319021.5075552,73,2.9080142974853516
1497319023.344119,74,2.8944501876831055
1497319032.6028275,79,2.923264503479004
1497319041.8936744,84,2.883552074432373
1497319047.427744,87,2.8782105445861816
1497319049.2718463,88,2.8938961029052734
1497319060.4082901,94,2.8872523307800293
1497319075.290495,102,2.9053163528442383
1497319080.882156,105,2.8732776641845703
1497319082.7321255,106,2.912193775177002
1497319095.755035,113,2.897109031677246
1497319101.3786,116,2.8505191802978516
1497319105.0938623,118,2.8987622261047363
1497319118.085439,125,2.7904255390167236
1497319119.9453728,126,2.8879995346069336
1497319125.5350542,129,2.7996389865875244
1497319127.393905,130,2.7909164428710938
1497319144.062741,139,2.920146942138672
1497319147.7731147,141,2.911327838897705
1497319149.6287353,142,2.9035730361938477
1497319151.4853568,143,2.9012045860290527
1497319164.4707308,150,2.850026845932007
1497319173.7824786,155,2.86326265335083
1497319177.5018082,157,2.8983254432678223
1497319179.3614285,158,2.8601417541503906
1497319186.8032746,162,2.8246898651123047
1497319196.115822,167,2.905458927154541
1497319197.9768338,168,2.823774576187134
1497319203.5682294,171,2.8715202808380127
1497319214.735593,177,2.953145742416382
1497319216.5965521,178,2.876049041748047
1497319220.3276265,180,2.792926788330078
1497319225.930715,183,2.792954921722412
1497319229.6494226,185,2.9119129180908203
1497319231.50717,186,2.8231632709503174
1497319235.233165,188,2.861056089401245
1497319238.9627717,190,2.8117849826812744
1497319240.8276918,191,2.774885654449463
1497319253.8634415,198,2.787353038787842
1497319268.7892692,206,2.8794662952423096
1497319270.651307,207,2.947265148162842
1497319272.5151181,208,2.9093456268310547
1497319279.9789882,212,2.859992265701294
1497319298.6111155,222,2.8410160541534424
1497319300.4670722,223,2.844005823135376
1497319304.1930594,225,2.824923515319824
1497319311.6536434,229,2.853768825531006
1497319317.24012,232,2.8082094192504883
1497319319.0992024,233,2.8994646072387695
1497319320.9628215,234,2.7748537063598633
1497319326.5549402,237,2.777235507965088
1497319348.9244232,249,2.859342098236084
1497319360.108594,255,2.758639097213745
1497319365.700946,258,2.850487470626831
1497319369.427508,260,2.737492561340332
1497319371.2886434,261,2.7815351486206055
1497319375.0202754,263,2.767988681793213
1497319382.479982,267,2.732576608657837
1497319389.925484,271,2.829296350479126
1497319393.6544633,273,2.8606228828430176
1497319402.9818878,278,2.8021576404571533
1497319735.3326807,290,2.8090195655822754
1497319737.1879985,291,2.7439842224121094
1497319746.4400482,296,2.6910183429718018
1497319748.2837634,297,2.9019036293029785
1497319755.7053056,301,2.770329475402832
1497319757.563265,302,2.779127597808838
1497319764.9819667,306,2.8721094131469727
1497319766.8370554,307,2.7249088287353516
1497319770.5428782,309,2.7731192111968994
1497319776.124096,312,2.6895556449890137
1497319785.422877,317,2.8246960639953613
1497319787.2826767,318,2.7229127883911133
1497319789.1448467,319,2.881415843963623
1497319798.4712555,324,2.7170228958129883
1497319800.3400254,325,2.758333921432495
