Wall time,Step,Value
1497320953.6558363,0,2.914755344390869
1497320955.4071515,1,3.0198779106140137
1497320957.1592119,2,3.190150260925293
1497320958.9088168,3,2.8900647163391113
1497320960.6544101,4,2.926347494125366
1497320962.406954,5,2.9284071922302246
1497320964.1554334,6,2.9102783203125
1497320965.9075856,7,2.899073600769043
1497320967.6629543,8,2.9048612117767334
1497320969.4192495,9,2.8980464935302734
1497320971.1718223,10,2.8865180015563965
1497320972.9304757,11,2.9125638008117676
1497320974.697183,12,2.9188003540039062
1497320976.4538057,13,2.8910865783691406
1497320978.2061992,14,2.901606559753418
1497320979.9651198,15,2.8888463973999023
1497320981.722198,16,2.897284984588623
1497320983.4779353,17,2.8585875034332275
1497320985.232369,18,2.929180145263672
1497320986.9993815,19,2.8999533653259277
1497320988.7596095,20,2.898728847503662
1497320990.5252767,21,2.892364978790283
1497320992.2845328,22,2.9006776809692383
1497320994.0488086,23,2.917034149169922
1497320995.8098357,24,2.8932390213012695
1497320997.5790033,25,2.878631591796875
1497320999.3393567,26,2.8655292987823486
1497321001.1056602,27,2.9152908325195312
1497321002.8846114,28,2.8743417263031006
1497321004.654808,29,2.872776508331299
1497321006.4339154,30,2.900655746459961
1497321008.2096622,31,2.8890857696533203
1497321009.982525,32,2.865712881088257
1497321011.7514296,33,2.8861584663391113
1497321013.527083,34,2.855534076690674
1497321015.2967398,35,2.9421253204345703
1497321017.0737343,36,2.8828303813934326
1497321018.854736,37,2.862844944000244
1497321020.6400833,38,2.88485050201416
1497321022.4187446,39,2.919909954071045
1497321024.203788,40,2.878540515899658
1497321025.9983232,41,2.8939285278320312
1497321027.7830164,42,2.9025583267211914
1497321029.5676653,43,2.892051935195923
1497321031.3469825,44,2.856248378753662
1497321033.1281874,45,2.8762803077697754
1497321034.9232037,46,2.8863072395324707
1497321036.7224815,47,2.8347158432006836
1497321038.5177085,48,2.823084831237793
1497321040.303419,49,2.909663677215576
1497321042.0890772,50,2.855950117111206
1497321043.8668938,51,2.893522024154663
1497321045.6611557,52,2.8189101219177246
1497321047.4603407,53,2.9508750438690186
1497321049.2528362,54,2.919645309448242
1497321051.0427167,55,2.88127064704895
1497321052.824304,56,2.899041175842285
1497321054.6034086,57,2.8677470684051514
1497321056.393258,58,2.8647475242614746
1497321058.1921134,59,2.9034066200256348
1497321059.9894304,60,2.926485538482666
1497321061.785071,61,2.8481597900390625
1497321063.5665333,62,2.8828418254852295
1497321065.3530877,63,2.8707895278930664
1497321067.138088,64,2.8642220497131348
1497321068.9382699,65,2.879817008972168
1497321070.7362356,66,2.849350929260254
1497321072.5305135,67,2.826820135116577
1497321074.3232036,68,2.985236167907715
1497321076.1129854,69,2.8304526805877686
1497321077.90697,70,2.94270396232605
1497321079.6972167,71,2.8748631477355957
1497321081.487189,72,2.871166706085205
1497321083.277561,73,2.8680124282836914
1497321085.0727348,74,2.78438138961792
1497321086.8553424,75,2.8095412254333496
1497321088.6408722,76,2.9464950561523438
1497321090.4274452,77,2.927380084991455
1497321092.226304,78,2.929870843887329
1497321094.021361,79,2.9038963317871094
1497321095.817024,80,2.819131851196289
1497321097.6072114,81,2.854457139968872
1497321099.393106,82,2.8436641693115234
1497321101.1859934,83,2.805821180343628
1497321102.9746804,84,2.8511247634887695
1497321104.771281,85,2.8449268341064453
1497321106.5583136,86,2.7869954109191895
1497321108.3573427,87,2.8316938877105713
1497321110.1488063,88,2.9180285930633545
1497321111.9389946,89,2.8817050457000732
1497321113.732869,90,2.8358120918273926
1497321115.5343788,91,2.81123685836792
1497321117.3223054,92,2.7923173904418945
1497321119.11132,93,2.848421812057495
1497321120.9070168,94,2.8202784061431885
1497321122.7083304,95,2.750467538833618
1497321124.509514,96,2.7670369148254395
1497321126.3040016,97,2.8468847274780273
1497321128.1015215,98,3.2028579711914062
1497321129.8911817,99,2.839500904083252
1497321131.6774685,100,2.942304849624634
1497321133.4705071,101,2.88442063331604
1497321135.2686255,102,2.892517566680908
1497321137.0586488,103,2.871164321899414
1497321138.8569808,104,2.8612842559814453
1497321140.6413946,105,2.82828950881958
1497321142.428584,106,2.8246989250183105
1497321144.2200036,107,2.814635753631592
1497321146.0183601,108,2.7967336177825928
1497321147.8124087,109,3.4793310165405273
1497321149.600418,110,2.9274964332580566
1497321151.3890777,111,2.8764705657958984
1497321153.17004,112,2.9235544204711914
1497321154.9562361,113,2.9118456840515137
1497321156.7496169,114,2.8977179527282715
1497321158.5443504,115,2.916477680206299
1497321160.3328419,116,2.8645901679992676
1497321162.1240296,117,2.888486862182617
1497321163.9070795,118,2.8570048809051514
1497321165.6885262,119,2.8676202297210693
1497321167.4780586,120,2.9057369232177734
1497321169.27389,121,2.8727285861968994
1497321171.0624888,122,2.9788150787353516
1497321172.8522367,123,2.890279531478882
1497321174.6340656,124,2.8678698539733887
1497321176.4121757,125,2.908857822418213
